track_id,user_id,playcount,name,artist,spotify_preview_url,spotify_id,tags,genre,main_genre,year,duration_ms,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,age,gender,region,country,monthly_hours,top_genre,genre_diversity,avg_danceability,avg_energy,avg_key,avg_loudness,avg_mode,avg_speechiness,avg_acousticness,avg_instrumentalness,avg_liveness,avg_valence,avg_tempo,avg_time_signature
TRAABJS128F9325C99,40bf699a7773a8f95e49b3429ebd16d6f6807438,2,Auburn and Ivory,Beach House,https://p.scdn.co/mp3-preview/b3583a8703729f6a8d3ec5620c7c25cd257448ec?cid=774b29d4f13844c495f206cafdad9c86,0r8EsO3ylF81gjbFFVlSwX,"indie, downtempo",Rock,other,2006,270026,0.438,0.285,5,-14.96,0,0.0265,0.866,2.88e-06,0.0696,0.366,145.601,3,23,Male,Latin America,Chile,30.65665661069666,rock,2,0.4971846153846154,0.6889384615384616,7.553846153846154,-6.779169230769231,0.9230769230769232,0.0544230769230769,0.1615,0.0476744273846153,0.1348353846153846,0.5065769230769231,127.53510769230768,3.923076923076923
TRAABJS128F9325C99,5349eae4c436a0c8e931d21b62540442451a9eb4,2,Auburn and Ivory,Beach House,https://p.scdn.co/mp3-preview/b3583a8703729f6a8d3ec5620c7c25cd257448ec?cid=774b29d4f13844c495f206cafdad9c86,0r8EsO3ylF81gjbFFVlSwX,"indie, downtempo",Rock,other,2006,270026,0.438,0.285,5,-14.96,0,0.0265,0.866,2.88e-06,0.0696,0.366,145.601,3,93,Male,North America,USA,11.215739685077304,rock,3,0.5303431372549019,0.7241666666666667,5.401960784313726,-7.520058823529412,0.7058823529411765,0.0452186274509803,0.2173149019607843,0.2151998564705882,0.1662892156862745,0.5395686274509804,120.67775490196078,3.872549019607843
TRAABJS128F9325C99,79dd3510266bdf4b8a915088f91f3a8236bb8f54,2,Auburn and Ivory,Beach House,https://p.scdn.co/mp3-preview/b3583a8703729f6a8d3ec5620c7c25cd257448ec?cid=774b29d4f13844c495f206cafdad9c86,0r8EsO3ylF81gjbFFVlSwX,"indie, downtempo",Rock,other,2006,270026,0.438,0.285,5,-14.96,0,0.0265,0.866,2.88e-06,0.0696,0.366,145.601,3,43,Male,Europe,UK,17.96879025183489,rock,3,0.5128290909090909,0.6896727272727273,5.227272727272728,-7.517272727272727,0.5818181818181818,0.0501081818181818,0.24785786,0.2100035127272727,0.1833172727272727,0.4459945454545454,127.36048181818182,3.963636363636364
TRAABJS128F9325C99,99adaaa099cbf2ce744d4b7013c5d866ddc3a06f,3,Auburn and Ivory,Beach House,https://p.scdn.co/mp3-preview/b3583a8703729f6a8d3ec5620c7c25cd257448ec?cid=774b29d4f13844c495f206cafdad9c86,0r8EsO3ylF81gjbFFVlSwX,"indie, downtempo",Rock,other,2006,270026,0.438,0.285,5,-14.96,0,0.0265,0.866,2.88e-06,0.0696,0.366,145.601,3,46,Female,North America,USA,14.96388487962939,rb_soul,4,0.54225,0.4634999999999999,4.916666666666667,-10.156666666666666,0.4166666666666667,0.0367666666666666,0.4486416666666666,0.00517447,0.1248833333333333,0.3994999999999999,124.90383333333334,3.75
TRAABJS128F9325C99,a9ed4e21c15f4246975e2ce201e3d5e0c1d7702d,1,Auburn and Ivory,Beach House,https://p.scdn.co/mp3-preview/b3583a8703729f6a8d3ec5620c7c25cd257448ec?cid=774b29d4f13844c495f206cafdad9c86,0r8EsO3ylF81gjbFFVlSwX,"indie, downtempo",Rock,other,2006,270026,0.438,0.285,5,-14.96,0,0.0265,0.866,2.88e-06,0.0696,0.366,145.601,3,29,Male,Europe,Sweden,28.40588970195712,rock,3,0.4319444444444444,0.6659444444444444,4.722222222222222,-7.972222222222222,0.8333333333333334,0.0819833333333333,0.3438910277777778,0.1005062866666666,0.25345,0.3505222222222222,132.73872222222224,3.888888888888889
TRAABJS128F9325C99,aee2349924e6bdd81d6cc7cf58b8ff29400b68ea,1,Auburn and Ivory,Beach House,https://p.scdn.co/mp3-preview/b3583a8703729f6a8d3ec5620c7c25cd257448ec?cid=774b29d4f13844c495f206cafdad9c86,0r8EsO3ylF81gjbFFVlSwX,"indie, downtempo",Rock,other,2006,270026,0.438,0.285,5,-14.96,0,0.0265,0.866,2.88e-06,0.0696,0.366,145.601,3,51,Female,Rest of World,Japan,14.427771477425807,other,3,0.48875,0.435,7.5,-11.67175,0.0,0.037875,0.8385,0.33500072,0.1148,0.297,123.2645,3.5
TRAABJS128F9325C99,b5e58978ddf76f40e4aaa83e5363d4f1671b911b,4,Auburn and Ivory,Beach House,https://p.scdn.co/mp3-preview/b3583a8703729f6a8d3ec5620c7c25cd257448ec?cid=774b29d4f13844c495f206cafdad9c86,0r8EsO3ylF81gjbFFVlSwX,"indie, downtempo",Rock,other,2006,270026,0.438,0.285,5,-14.96,0,0.0265,0.866,2.88e-06,0.0696,0.366,145.601,3,40,Male,Rest of World,India,21.27275017003588,rock,3,0.4935737704918033,0.4988688524590163,5.918032786885246,-11.0972131147541,0.5737704918032787,0.0541934426229508,0.5261879131147541,0.2354854060655737,0.1515852459016393,0.3601622950819672,114.28562295081969,3.836065573770492
TRAABJS128F9325C99,b6ac3fb48cd19ae416079a97e504d69d4f0e5f82,7,Auburn and Ivory,Beach House,https://p.scdn.co/mp3-preview/b3583a8703729f6a8d3ec5620c7c25cd257448ec?cid=774b29d4f13844c495f206cafdad9c86,0r8EsO3ylF81gjbFFVlSwX,"indie, downtempo",Rock,other,2006,270026,0.438,0.285,5,-14.96,0,0.0265,0.866,2.88e-06,0.0696,0.366,145.601,3,39,Female,Latin America,Argentina,20.573639822419704,other,4,0.5020243902439024,0.4915121951219512,5.975609756097561,-11.340780487804878,0.3414634146341463,0.0543682926829268,0.5139065219512194,0.4412736929268293,0.1205414634146341,0.3004317073170732,133.0830975609756,3.5853658536585367
TRAACER128F4290F96,6be2e2c5ecb57278e48505974539d64008f38027,1,Setting Fire to Sleeping Giants,The Dillinger Escape Plan,https://p.scdn.co/mp3-preview/251469ed024ac36add6b7bf8a3ad0c03ff1320b2?cid=774b29d4f13844c495f206cafdad9c86,2ZyNYdziwt0ZS9mxRiwnXM,"metal, jazz, experimental, hardcore, metalcore",Metal,rock,2004,207773,0.413,0.992,9,-3.923,0,0.375,0.0093,0.000562,0.232,0.29,166.906,4,27,Female,Latin America,Mexico,21.333237723423004,rock,3,0.3598981481481481,0.8458055555555555,5.768518518518518,-4.9824722222222215,0.5555555555555556,0.174249074074074,0.1509640196296296,0.0716509166666666,0.2702796296296296,0.2599555555555555,132.96323148148147,3.75
TRAACIR128F42963AC,6fdf89db62403f18d083675f7df02b6cc5375ada,8,Cradle In The Crater,The Number Twelve Looks Like You,https://p.scdn.co/mp3-preview/0d43c9dc385da27797ed875b6fbf827609de94b0?cid=774b29d4f13844c495f206cafdad9c86,2CRuk3auUwB4TTpOOkeO2y,"hardcore, grindcore",,other,2007,258306,0.409,0.829,11,-6.191,0,0.199,0.133,8.62e-06,0.0888,0.158,133.611,4,59,Female,North America,USA,12.260925875735268,rock,2,0.3286528301886792,0.8761433962264151,5.475471698113208,-5.878754716981132,0.6792452830188679,0.1085464150943396,0.044603314226415,0.1583196431320754,0.2723641509433962,0.3257301886792453,111.81251698113208,3.750943396226415
